"","sample_name","metric","value"
"1193","G18001893","contigs",36
"1194","G18001893","N50",429521
"1195","G18001893","total_length",6840203
"1196","G18001897","contamination_status",0
"1197","G18001897","percentage_contamination",0
"1198","G18001897","contigs",33
"1199","G18001897","N50",313143
"1200","G18001897","total_length",6548038
"1201","G18001904","contamination_status",0
"1202","G18001904","percentage_contamination",0
"1203","G18001904","contigs",30
"1204","G18001904","N50",511655
"1205","G18001904","total_length",6420741
"1206","G18001914","contamination_status",0
"1207","G18001914","percentage_contamination",0
"1208","G18001914","contigs",60
"1209","G18001914","N50",269221
"1210","G18001914","total_length",6889529
"1211","G18001915","contamination_status",0
"1212","G18001915","percentage_contamination",0
"1213","G18001915","contigs",65
"1214","G18001915","N50",341117
"1215","G18001915","total_length",6776141
"1216","G18001916","contamination_status",0
"1217","G18001916","percentage_contamination",0
"1218","G18001916","contigs",32
"1219","G18001916","N50",426471
"1220","G18001916","total_length",6333770
"1221","G18001917","contamination_status",0
"1222","G18001917","percentage_contamination",0
"1223","G18001917","contigs",31
"1224","G18001917","N50",512304
"1225","G18001917","total_length",6412974
"1226","G18001918","contamination_status",0
"1227","G18001918","percentage_contamination",0
"1228","G18001918","contigs",31
"1229","G18001918","N50",768483
"1230","G18001918","total_length",6794353
"1231","G18001919","contamination_status",0
"1232","G18001919","percentage_contamination",0
"1233","G18001919","contigs",39
"1234","G18001919","N50",496639
"1235","G18001919","total_length",6476370
"1236","G18001923","contamination_status",0
"1237","G18001923","percentage_contamination",0
"1238","G18001923","contigs",76
"1239","G18001923","N50",303984
"1240","G18001923","total_length",7079809
"1241","G18001924","contamination_status",0
"1242","G18001924","percentage_contamination",0
"1243","G18001924","contigs",32
"1244","G18001924","N50",419546
"1245","G18001924","total_length",6385604
"1246","G18001925","contamination_status",0
"1247","G18001925","percentage_contamination",0
"1248","G18001925","contigs",54
"1249","G18001925","N50",406100
"1250","G18001925","total_length",7197289
"1251","G18001930","contamination_status",0
"1252","G18001930","percentage_contamination",0
"1253","G18001930","contigs",34
"1254","G18001930","N50",540442
"1255","G18001930","total_length",6724112
"1256","G18001932","contamination_status",0
"1257","G18001932","percentage_contamination",0
"1258","G18001932","contigs",35
"1259","G18001932","N50",432438
"1260","G18001932","total_length",6474930
"1261","G18001937","contamination_status",0
"1262","G18001937","percentage_contamination",0
"1263","G18001937","contigs",55
"1264","G18001937","N50",308019
"1265","G18001937","total_length",7056154
"1266","G18001938","contamination_status",0
"1267","G18001938","percentage_contamination",0
"1268","G18001938","contigs",42
"1269","G18001938","N50",477840
"1270","G18001938","total_length",6509142
"1271","G18001943","contamination_status",0
"1272","G18001943","percentage_contamination",0
"1273","G18001943","contigs",71
"1274","G18001943","N50",237571
"1275","G18001943","total_length",6959951
"1276","G18001946","contamination_status",0
"1277","G18001946","percentage_contamination",0
"1278","G18001946","contigs",106
"1279","G18001946","N50",194215
"1280","G18001946","total_length",7109278
"1281","G18001947","contamination_status",0
"1282","G18001947","percentage_contamination",0
"1283","G18001947","contigs",60
"1284","G18001947","N50",484323
"1285","G18001947","total_length",7051342
"1286","G18001949","contamination_status",0
"1287","G18001949","percentage_contamination",0
"1288","G18001949","contigs",53
"1289","G18001949","N50",605023
"1290","G18001949","total_length",6842653
"1291","G18001956","contamination_status",0
"1292","G18001956","percentage_contamination",0
"1293","G18001956","contigs",22
"1294","G18001956","N50",577070
"1295","G18001956","total_length",6256532
"1296","G18001958","contamination_status",0
"1297","G18001958","percentage_contamination",0
"1298","G18001958","contigs",35
"1299","G18001958","N50",565106
"1300","G18001958","total_length",6803457
"1301","G18001978","contamination_status",0
"1302","G18001978","percentage_contamination",0
"1303","G18001978","contigs",66
"1304","G18001978","N50",224878
"1305","G18001978","total_length",7124032
"1306","G18001979","contamination_status",0
"1307","G18001979","percentage_contamination",0
"1308","G18001979","contigs",26
"1309","G18001979","N50",435694
"1310","G18001979","total_length",6293285
"1311","G18001984","contamination_status",0
"1312","G18001984","percentage_contamination",0
"1313","G18001984","contigs",64
"1314","G18001984","N50",245303
"1315","G18001984","total_length",7115976
"1316","G18001987","contamination_status",0
"1317","G18001987","percentage_contamination",0
"1318","G18001987","contigs",67
"1319","G18001987","N50",290265
"1320","G18001987","total_length",7449132
"1321","G18001988","contamination_status",0
"1322","G18001988","percentage_contamination",0
"1323","G18001988","contigs",39
"1324","G18001988","N50",469602
"1325","G18001988","total_length",6993244
"1326","G18001992","contamination_status",0
"1327","G18001992","percentage_contamination",0
"1328","G18001992","contigs",38
"1329","G18001992","N50",302103
"1330","G18001992","total_length",6589334
"1331","G18002006","contamination_status",0
"1332","G18002006","percentage_contamination",0
"1333","G18002006","contigs",76
"1334","G18002006","N50",260330
"1335","G18002006","total_length",6957434
"1336","G18002008","contamination_status",0
"1337","G18002008","percentage_contamination",0
"1338","G18002008","contigs",41
"1339","G18002008","N50",427503
"1340","G18002008","total_length",7094733
"1341","G18002010","contamination_status",0
"1342","G18002010","percentage_contamination",0
"1343","G18002010","contigs",72
"1344","G18002010","N50",250601
"1345","G18002010","total_length",7076022
"1346","G18002012","contamination_status",0
"1347","G18002012","percentage_contamination",0
"1348","G18002012","contigs",55
"1349","G18002012","N50",426597
"1350","G18002012","total_length",6761216
"1351","G18002023","contamination_status",0
"1352","G18002023","percentage_contamination",0
"1353","G18002023","contigs",89
"1354","G18002023","N50",217556
"1355","G18002023","total_length",7219711
"1356","G18002024","contamination_status",0
"1357","G18002024","percentage_contamination",0
"1358","G18002024","contigs",39
"1359","G18002024","N50",313143
"1360","G18002024","total_length",6498244
"1361","G18002036","contamination_status",0
"1362","G18002036","percentage_contamination",0
"1363","G18002036","contigs",36
"1364","G18002036","N50",428428
"1365","G18002036","total_length",6786961
"1366","G18002037","contamination_status",0
"1367","G18002037","percentage_contamination",0
"1368","G18002037","contigs",30
"1369","G18002037","N50",394616
"1370","G18002037","total_length",6402401
"1371","G18002041","contamination_status",0
"1372","G18002041","percentage_contamination",0
"1373","G18002041","contigs",74
"1374","G18002041","N50",289908
"1375","G18002041","total_length",6963902
"1376","G18002043","contamination_status",0
"1377","G18002043","percentage_contamination",0
"1378","G18002043","contigs",52
"1379","G18002043","N50",306776
"1380","G18002043","total_length",7098380
"1381","G18002057","contamination_status",0
"1382","G18002057","percentage_contamination",0
"1383","G18002057","contigs",69
"1384","G18002057","N50",284823
"1385","G18002057","total_length",7148256
"1386","G18002072","contamination_status",0
"1387","G18002072","percentage_contamination",0
"1388","G18002072","contigs",46
"1389","G18002072","N50",402598
"1390","G18002072","total_length",6731349
"1391","G18002078","contamination_status",0
"1392","G18002078","percentage_contamination",0
"1393","G18002078","contigs",40
"1394","G18002078","N50",377846
"1395","G18002078","total_length",6482826
"1396","G18002080","contamination_status",0
"1397","G18002080","percentage_contamination",0
"1398","G18002080","contigs",59
"1399","G18002080","N50",267306
"1400","G18002080","total_length",7213839
"1401","G18002082","contamination_status",0
"1402","G18002082","percentage_contamination",0
"1403","G18002082","contigs",91
"1404","G18002082","N50",227326
"1405","G18002082","total_length",7119050
"1406","G18002086","contamination_status",0
"1407","G18002086","percentage_contamination",0
"1408","G18002086","contigs",76
"1409","G18002086","N50",256086
"1410","G18002086","total_length",7308592
"1411","G18002087","contamination_status",0
"1412","G18002087","percentage_contamination",0
"1413","G18002087","contigs",74
"1414","G18002087","N50",231072
"1415","G18002087","total_length",7126845
"1416","G18002088","contamination_status",0
"1417","G18002088","percentage_contamination",0
"1418","G18002088","contigs",40
"1419","G18002088","N50",399414
"1420","G18002088","total_length",6755722
"1421","G18002089","contamination_status",0
"1422","G18002089","percentage_contamination",0
"1423","G18002089","contigs",67
"1424","G18002089","N50",285499
"1425","G18002089","total_length",7173681
"1426","G18002092","contamination_status",0
"1427","G18002092","percentage_contamination",0
"1428","G18002092","contigs",20
"1429","G18002092","N50",729298
"1430","G18002092","total_length",6366929
"1431","G18002093","contamination_status",0
"1432","G18002093","percentage_contamination",0
"1433","G18002093","contigs",90
"1434","G18002093","N50",235426
"1435","G18002093","total_length",7126587
"1436","G18002094","contamination_status",0
"1437","G18002094","percentage_contamination",0
"1438","G18002094","contigs",42
"1439","G18002094","N50",408605
"1440","G18002094","total_length",6771354
"1441","G18002100","contamination_status",0
"1442","G18002100","percentage_contamination",0
"1443","G18002100","contigs",64
"1444","G18002100","N50",509307
"1445","G18002100","total_length",7353077
"1446","G18002106","contamination_status",0
"1447","G18002106","percentage_contamination",0
"1448","G18002106","contigs",80
"1449","G18002106","N50",206043
"1450","G18002106","total_length",6954736
"1451","G18002107","contamination_status",0
"1452","G18002107","percentage_contamination",0
"1453","G18002107","contigs",96
"1454","G18002107","N50",204519
"1455","G18002107","total_length",6978329
"1456","G18002108","contamination_status",0
"1457","G18002108","percentage_contamination",0
"1458","G18002108","contigs",97
"1459","G18002108","N50",206842
"1460","G18002108","total_length",6988205
"1461","G18002109","contamination_status",0
"1462","G18002109","percentage_contamination",0
"1463","G18002109","contigs",49
"1464","G18002109","N50",287942
"1465","G18002109","total_length",6622575
"1466","G18002110","contamination_status",0
"1467","G18002110","percentage_contamination",0
"1468","G18002110","contigs",63
"1469","G18002110","N50",334383
"1470","G18002110","total_length",7096036
"1471","G18002111","contamination_status",0
"1472","G18002111","percentage_contamination",0
"1473","G18002111","contigs",69
"1474","G18002111","N50",290076
"1475","G18002111","total_length",7311802
"1476","G18002112","contamination_status",0
"1477","G18002112","percentage_contamination",0
"1478","G18002112","contigs",59
"1479","G18002112","N50",306937
"1480","G18002112","total_length",7312914
"1481","G18002113","contamination_status",0
"1482","G18002113","percentage_contamination",0
"1483","G18002113","contigs",66
"1484","G18002113","N50",291447
"1485","G18002113","total_length",7174718
"1486","G18002114","contamination_status",0
"1487","G18002114","percentage_contamination",0
"1488","G18002114","contigs",85
"1489","G18002114","N50",207104
"1490","G18002114","total_length",6958398
"1491","G18002116","contamination_status",0
"1492","G18002116","percentage_contamination",0
"1493","G18002116","contigs",83
"1494","G18002116","N50",240261
"1495","G18002116","total_length",6936914
"1496","G18002117","contamination_status",0
"1497","G18002117","percentage_contamination",0
"1498","G18002117","contigs",29
"1499","G18002117","N50",513847
"1500","G18002117","total_length",6250674
"1501","G18002119","contamination_status",0
"1502","G18002119","percentage_contamination",0
"1503","G18002119","contigs",23
"1504","G18002119","N50",701511
"1505","G18002119","total_length",6468679
"1506","G18002123","contamination_status",0
"1507","G18002123","percentage_contamination",0
"1508","G18002123","contigs",77
"1509","G18002123","N50",228099
"1510","G18002123","total_length",7006664
"1511","G18002125","contamination_status",0
"1512","G18002125","percentage_contamination",0
"1513","G18002125","contigs",83
"1514","G18002125","N50",227999
"1515","G18002125","total_length",6990782
"1516","G18002126","contamination_status",0
"1517","G18002126","percentage_contamination",0
"1518","G18002126","contigs",66
"1519","G18002126","N50",262255
"1520","G18002126","total_length",7144451
"1521","G18002127","contamination_status",0
"1522","G18002127","percentage_contamination",0
"1523","G18002127","contigs",85
"1524","G18002127","N50",233587
"1525","G18002127","total_length",6876156
"1526","G18002129","contamination_status",0
"1527","G18002129","percentage_contamination",0
"1528","G18002129","contigs",58
"1529","G18002129","N50",485601
"1530","G18002129","total_length",7125164
"1531","G18002131","contamination_status",0
"1532","G18002131","percentage_contamination",0
"1533","G18002131","contigs",65
"1534","G18002131","N50",261684
"1535","G18002131","total_length",7051470
"1536","G18002132","contamination_status",0
"1537","G18002132","percentage_contamination",0
"1538","G18002132","contigs",80
"1539","G18002132","N50",262149
"1540","G18002132","total_length",7435830
"1541","G18002137","contamination_status",0
"1542","G18002137","percentage_contamination",0
"1543","G18002137","contigs",44
"1544","G18002137","N50",285907
"1545","G18002137","total_length",6581018
"1546","G18002138","contamination_status",0
"1547","G18002138","percentage_contamination",0
"1548","G18002138","contigs",59
"1549","G18002138","N50",286843
"1550","G18002138","total_length",6734073
"1551","G18002139","contamination_status",0
"1552","G18002139","percentage_contamination",0
"1553","G18002139","contigs",26
"1554","G18002139","N50",512003
"1555","G18002139","total_length",6551724
"1556","G18002140","contamination_status",0
"1557","G18002140","percentage_contamination",0
"1558","G18002140","contigs",51
"1559","G18002140","N50",430036
"1560","G18002140","total_length",6678266
"1561","G18002141","contamination_status",0
"1562","G18002141","percentage_contamination",0
"1563","G18002141","contigs",49
"1564","G18002141","N50",307965
"1565","G18002141","total_length",6971149
"1566","G18002144","contamination_status",0
"1567","G18002144","percentage_contamination",0
"1568","G18002144","contigs",78
"1569","G18002144","N50",289908
"1570","G18002144","total_length",6973584
"1571","G18002147","contamination_status",0
"1572","G18002147","percentage_contamination",0
"1573","G18002147","contigs",69
"1574","G18002147","N50",260671
"1575","G18002147","total_length",7309256
"1576","G18002148","contamination_status",0
"1577","G18002148","percentage_contamination",0
"1578","G18002148","contigs",33
"1579","G18002148","N50",770243
"1580","G18002148","total_length",6337998
"1581","G18002149","contamination_status",0
"1582","G18002149","percentage_contamination",0
"1583","G18002149","contigs",54
"1584","G18002149","N50",306940
"1585","G18002149","total_length",7125599
"1586","G18002152","contamination_status",0
"1587","G18002152","percentage_contamination",0
"1588","G18002152","contigs",60
"1589","G18002152","N50",291827
"1590","G18002152","total_length",7040006
"1591","G18002154","contamination_status",0
"1592","G18002154","percentage_contamination",0
"1593","G18002154","contigs",65
"1594","G18002154","N50",284879
"1595","G18002154","total_length",7144501
"1596","G18002155","contamination_status",0
"1597","G18002155","percentage_contamination",0
"1598","G18002155","contigs",35
"1599","G18002155","N50",777586
"1600","G18002155","total_length",6420863
"1601","G18002156","contamination_status",0
"1602","G18002156","percentage_contamination",0
"1603","G18002156","contigs",68
"1604","G18002156","N50",284761
"1605","G18002156","total_length",7149042
"1606","G18002157","contamination_status",0
"1607","G18002157","percentage_contamination",0
"1608","G18002157","contigs",42
"1609","G18002157","N50",393319
"1610","G18002157","total_length",6802312
"1611","G18002159","contamination_status",0
"1612","G18002159","percentage_contamination",0
"1613","G18002159","contigs",71
"1614","G18002159","N50",267205
"1615","G18002159","total_length",7524822
"1616","G18002160","contamination_status",0
"1617","G18002160","percentage_contamination",0
"1618","G18002160","contigs",45
"1619","G18002160","N50",533184
"1620","G18002160","total_length",6908139
"1621","G18002161","contamination_status",0
"1622","G18002161","percentage_contamination",0
"1623","G18002161","contigs",63
"1624","G18002161","N50",231622
"1625","G18002161","total_length",6913821
"1626","G18002167","contamination_status",0
"1627","G18002167","percentage_contamination",0
"1628","G18002167","contigs",75
"1629","G18002167","N50",289908
"1630","G18002167","total_length",6978830
"1631","G18002168","contamination_status",0
"1632","G18002168","percentage_contamination",0
"1633","G18002168","contigs",74
"1634","G18002168","N50",298922
"1635","G18002168","total_length",7014380
"1636","G18002171","contamination_status",0
"1637","G18002171","percentage_contamination",0
"1638","G18002171","contigs",72
"1639","G18002171","N50",269197
"1640","G18002171","total_length",6966270
"1641","G18002172","contamination_status",1
"1642","G18002172","percentage_contamination",10.94
"1643","G18002172","contigs",1711
"1644","G18002172","N50",82426
"1645","G18002172","total_length",11500135
"1646","G18002174","contamination_status",0
"1647","G18002174","percentage_contamination",0
"1648","G18002174","contigs",60
"1649","G18002174","N50",295900
"1650","G18002174","total_length",7048636
"1651","G18002176","contamination_status",0
"1652","G18002176","percentage_contamination",0
"1653","G18002176","contigs",41
"1654","G18002176","N50",359415
"1655","G18002176","total_length",6556656
"1656","G18002179","contamination_status",1
"1657","G18002179","percentage_contamination",30.65
"1658","G18002179","contigs",169
"1659","G18002179","N50",210348
"1660","G18002179","total_length",12251686
"1661","G18002180","contamination_status",1
"1662","G18002180","percentage_contamination",9.48
"1663","G18002180","contigs",1498
"1664","G18002180","N50",114609
"1665","G18002180","total_length",10625206
"1666","G18002181","contamination_status",0
"1667","G18002181","percentage_contamination",0
"1668","G18002181","contigs",58
"1669","G18002181","N50",298994
"1670","G18002181","total_length",7219988
"1671","G18002182","contamination_status",1
"1672","G18002182","percentage_contamination",14.26
"1673","G18002182","contigs",424
"1674","G18002182","N50",150043
"1675","G18002182","total_length",12520985
"1676","G18002189","contamination_status",0
"1677","G18002189","percentage_contamination",0
"1678","G18002189","contigs",53
"1679","G18002189","N50",284284
"1680","G18002189","total_length",7047389
"1681","G18002192","contamination_status",0
"1682","G18002192","percentage_contamination",0
"1683","G18002192","contigs",62
"1684","G18002192","N50",267205
"1685","G18002192","total_length",7091379
"1686","G18002193","contamination_status",1
"1687","G18002193","percentage_contamination",22.45
"1688","G18002193","contigs",239
"1689","G18002193","N50",182090
"1690","G18002193","total_length",12706249
"1691","G18002196","contamination_status",0
"1692","G18002196","percentage_contamination",0
"1693","G18002196","contigs",59
"1694","G18002196","N50",235424
"1695","G18002196","total_length",7037732
"1696","G18002198","contamination_status",0
"1697","G18002198","percentage_contamination",0
"1698","G18002198","contigs",62
"1699","G18002198","N50",312075
"1700","G18002198","total_length",6736803
"1701","G18002199","contamination_status",0
"1702","G18002199","percentage_contamination",0
"1703","G18002199","contigs",59
"1704","G18002199","N50",284761
"1705","G18002199","total_length",7120783
"1706","G18002200","contamination_status",0
"1707","G18002200","percentage_contamination",0
"1708","G18002200","contigs",114
"1709","G18002200","N50",194075
"1710","G18002200","total_length",7463614
"1711","G18002201","contamination_status",1
"1712","G18002201","percentage_contamination",30.02
"1713","G18002201","contigs",139
"1714","G18002201","N50",213180
"1715","G18002201","total_length",12472214
"1716","G18002202","contamination_status",1
"1717","G18002202","percentage_contamination",14.37
"1718","G18002202","contigs",1165
"1719","G18002202","N50",46776
"1720","G18002202","total_length",12498956
"1721","G18002205","contamination_status",0
"1722","G18002205","percentage_contamination",0
"1723","G18002205","contigs",77
"1724","G18002205","N50",242389
"1725","G18002205","total_length",7006279
"1726","G18002206","contamination_status",0
"1727","G18002206","percentage_contamination",0
"1728","G18002206","contigs",46
"1729","G18002206","N50",344756
"1730","G18002206","total_length",6851643
"1731","G18002207","contamination_status",1
"1732","G18002207","percentage_contamination",12.98
"1733","G18002207","contigs",1553
"1734","G18002207","N50",104341
"1735","G18002207","total_length",11234107
"1736","G18002211","contamination_status",0
"1737","G18002211","percentage_contamination",0
"1738","G18002211","contigs",63
"1739","G18002211","N50",402903
"1740","G18002211","total_length",6720503
"1741","G18002215","contamination_status",0
"1742","G18002215","percentage_contamination",0
"1743","G18002215","contigs",62
"1744","G18002215","N50",470966
"1745","G18002215","total_length",6915766
"1746","G18002218","contamination_status",0
"1747","G18002218","percentage_contamination",0
"1748","G18002218","contigs",41
"1749","G18002218","N50",443147
"1750","G18002218","total_length",6682316
"1751","G18002222","contamination_status",0
"1752","G18002222","percentage_contamination",0
"1753","G18002222","contigs",35
"1754","G18002222","N50",430476
"1755","G18002222","total_length",6534150
"1756","G18002223","contamination_status",1
"1757","G18002223","percentage_contamination",8.05
"1758","G18002223","contigs",1532
"1759","G18002223","N50",395595
"1760","G18002223","total_length",9541311
"1761","G18002224","contamination_status",0
"1762","G18002224","percentage_contamination",0
"1763","G18002224","contigs",76
"1764","G18002224","N50",265899
"1765","G18002224","total_length",7043974
"1766","G18002227","contamination_status",0
"1767","G18002227","percentage_contamination",0
"1768","G18002227","contigs",32
"1769","G18002227","N50",590710
"1770","G18002227","total_length",6538752
"1771","G18002230","contamination_status",0
"1772","G18002230","percentage_contamination",0
"1773","G18002230","contigs",51
"1774","G18002230","N50",402903
"1775","G18002230","total_length",6718180
"1776","G18002240","contamination_status",0
"1777","G18002240","percentage_contamination",0
"1778","G18002240","contigs",19
"1779","G18002240","N50",662111
"1780","G18002240","total_length",6372074
"1781","G18002242","contamination_status",1
"1782","G18002242","percentage_contamination",12.15
"1783","G18002242","contigs",295
"1784","G18002242","N50",235279
"1785","G18002242","total_length",7823914
"1786","G18002245","contamination_status",0
"1787","G18002245","percentage_contamination",0
"1788","G18002245","contigs",49
"1789","G18002245","N50",308245
"1790","G18002245","total_length",7035688
"1791","G18002246","contamination_status",0
"1792","G18002246","percentage_contamination",0
"1793","G18002246","contigs",42
"1794","G18002246","N50",340841
"1795","G18002246","total_length",7129646
"1796","G18002252","contamination_status",1
"1797","G18002252","percentage_contamination",10.95
"1798","G18002252","contigs",673
"1799","G18002252","N50",87890
"1800","G18002252","total_length",12779666
"1801","G18002254","contamination_status",0
"1802","G18002254","percentage_contamination",0
"1803","G18002254","contigs",69
"1804","G18002254","N50",284879
"1805","G18002254","total_length",7348147
"1806","G18002259","contamination_status",0
"1807","G18002259","percentage_contamination",0
"1808","G18002259","contigs",66
"1809","G18002259","N50",452985
"1810","G18002259","total_length",7325367
"1811","G18002265","contamination_status",0
"1812","G18002265","percentage_contamination",0
"1813","G18002265","contigs",40
"1814","G18002265","N50",429645
"1815","G18002265","total_length",6530051
"1816","G18002266","contamination_status",0
"1817","G18002266","percentage_contamination",0
"1818","G18002266","contigs",35
"1819","G18002266","N50",346499
"1820","G18002266","total_length",6438917
"1821","G18002275","contamination_status",0
"1822","G18002275","percentage_contamination",0
"1823","G18002275","contigs",28
"1824","G18002275","N50",432621
"1825","G18002275","total_length",6287221
"1826","G18002279","contamination_status",0
"1827","G18002279","percentage_contamination",0
"1828","G18002279","contigs",84
"1829","G18002279","N50",300339
"1830","G18002279","total_length",6910422
"1831","G18002280","contamination_status",0
"1832","G18002280","percentage_contamination",0
"1833","G18002280","contigs",23
"1834","G18002280","N50",599350
"1835","G18002280","total_length",6654846
"1836","G18002281","contamination_status",0
"1837","G18002281","percentage_contamination",0
"1838","G18002281","contigs",24
"1839","G18002281","N50",599350
"1840","G18002281","total_length",6652798
"1841","G18002282","contamination_status",0
"1842","G18002282","percentage_contamination",0
"1843","G18002282","contigs",119
"1844","G18002282","N50",227091
"1845","G18002282","total_length",6933773
"1846","G18002283","contamination_status",0
"1847","G18002283","percentage_contamination",0
"1848","G18002283","contigs",46
"1849","G18002283","N50",308019
"1850","G18002283","total_length",7054286
"1851","G18002284","contamination_status",0
"1852","G18002284","percentage_contamination",0
"1853","G18002284","contigs",80
"1854","G18002284","N50",206270
"1855","G18002284","total_length",7063757
"1856","G18002285","contamination_status",0
"1857","G18002285","percentage_contamination",0
"1858","G18002285","contigs",33
"1859","G18002285","N50",506650
"1860","G18002285","total_length",6349944
"1861","G18002286","contamination_status",0
"1862","G18002286","percentage_contamination",0
"1863","G18002286","contigs",37
"1864","G18002286","N50",304468
"1865","G18002286","total_length",6323117
"1866","G18002288","contamination_status",0
"1867","G18002288","percentage_contamination",0
"1868","G18002288","contigs",37
"1869","G18002288","N50",491541
"1870","G18002288","total_length",6535021
"1871","G18002289","contamination_status",0
"1872","G18002289","percentage_contamination",0
"1873","G18002289","contigs",62
"1874","G18002289","N50",238447
"1875","G18002289","total_length",7137666
"1876","G18002290","contamination_status",0
"1877","G18002290","percentage_contamination",0
"1878","G18002290","contigs",31
"1879","G18002290","N50",604771
"1880","G18002290","total_length",6467124
"1881","G18002294","contamination_status",0
"1882","G18002294","percentage_contamination",0
"1883","G18002294","contigs",66
"1884","G18002294","N50",291295
"1885","G18002294","total_length",7094549
"1886","G18002295","contamination_status",0
"1887","G18002295","percentage_contamination",0
"1888","G18002295","contigs",34
"1889","G18002295","N50",425669
"1890","G18002295","total_length",6307105
"1891","G18002296","contamination_status",0
"1892","G18002296","percentage_contamination",0
"1893","G18002296","contigs",22
"1894","G18002296","N50",806008
"1895","G18002296","total_length",6483900
"1896","G18002298","contamination_status",0
"1897","G18002298","percentage_contamination",0
"1898","G18002298","contigs",91
"1899","G18002298","N50",206269
"1900","G18002298","total_length",7049796
"1901","G18002299","contamination_status",0
"1902","G18002299","percentage_contamination",0
"1903","G18002299","contigs",53
"1904","G18002299","N50",258451
"1905","G18002299","total_length",6869949
"1906","G18002300","contamination_status",0
"1907","G18002300","percentage_contamination",0
"1908","G18002300","contigs",48
"1909","G18002300","N50",408999
"1910","G18002300","total_length",7115889
"1911","G18002301","contamination_status",0
"1912","G18002301","percentage_contamination",0
"1913","G18002301","contigs",95
"1914","G18002301","N50",204439
"1915","G18002301","total_length",6992781
"1916","G18002307","contamination_status",0
"1917","G18002307","percentage_contamination",0
"1918","G18002307","contigs",77
"1919","G18002307","N50",437606
"1920","G18002307","total_length",7483873
"1921","G18002308","contamination_status",0
"1922","G18002308","percentage_contamination",0
"1923","G18002308","contigs",71
"1924","G18002308","N50",308351
"1925","G18002308","total_length",7254614
"1926","G18002310","contamination_status",0
"1927","G18002310","percentage_contamination",0
"1928","G18002310","contigs",23
"1929","G18002310","N50",768929
"1930","G18002310","total_length",6653057
"1931","G18002313","contamination_status",0
"1932","G18002313","percentage_contamination",0
"1933","G18002313","contigs",85
"1934","G18002313","N50",220596
"1935","G18002313","total_length",6999221
"1936","G18002314","contamination_status",0
"1937","G18002314","percentage_contamination",0
"1938","G18002314","contigs",48
"1939","G18002314","N50",464020
"1940","G18002314","total_length",7318841
"1941","G18002316","contamination_status",0
"1942","G18002316","percentage_contamination",0
"1943","G18002316","contigs",40
"1944","G18002316","N50",327637
"1945","G18002316","total_length",6612204
"1946","G18002317","contamination_status",0
"1947","G18002317","percentage_contamination",0
"1948","G18002317","contigs",64
"1949","G18002317","N50",358194
"1950","G18002317","total_length",7570028
"1951","G18002318","contamination_status",0
"1952","G18002318","percentage_contamination",0
"1953","G18002318","contigs",57
"1954","G18002318","N50",350163
"1955","G18002318","total_length",7075921
"1956","G18002319","contamination_status",0
"1957","G18002319","percentage_contamination",0
"1958","G18002319","contigs",60
"1959","G18002319","N50",290503
"1960","G18002319","total_length",7124865
"1961","G18002320","contamination_status",0
"1962","G18002320","percentage_contamination",0
"1963","G18002320","contigs",99
"1964","G18002320","N50",322556
"1965","G18002320","total_length",7245283
"1966","G18002321","contamination_status",0
"1967","G18002321","percentage_contamination",0
"1968","G18002321","contigs",56
"1969","G18002321","N50",234821
"1970","G18002321","total_length",6955306
"1971","G18002323","contamination_status",0
"1972","G18002323","percentage_contamination",0
"1973","G18002323","contigs",34
"1974","G18002323","N50",378783
"1975","G18002323","total_length",6457519
"1976","G18002324","contamination_status",0
"1977","G18002324","percentage_contamination",0
"1978","G18002324","contigs",74
"1979","G18002324","N50",272693
"1980","G18002324","total_length",6961053
"1981","G18002327","contamination_status",0
"1982","G18002327","percentage_contamination",0
"1983","G18002327","contigs",51
"1984","G18002327","N50",339788
"1985","G18002327","total_length",7101593
"1986","G18002328","contamination_status",1
"1987","G18002328","percentage_contamination",25.53
"1988","G18002328","contigs",393
"1989","G18002328","N50",58190
"1990","G18002328","total_length",8316722
"1991","G18002329","contamination_status",0
"1992","G18002329","percentage_contamination",0
"1993","G18002329","contigs",66
"1994","G18002329","N50",384644
"1995","G18002329","total_length",6975692
"1996","G18002332","contamination_status",0
"1997","G18002332","percentage_contamination",0
"1998","G18002332","contigs",74
"1999","G18002332","N50",298922
"2000","G18002332","total_length",7007945
"2001","G18002333","contamination_status",0
"2002","G18002333","percentage_contamination",0
"2003","G18002333","contigs",45
"2004","G18002333","N50",460238
"2005","G18002333","total_length",6750345
"2006","G18002335","contamination_status",0
"2007","G18002335","percentage_contamination",0
"2008","G18002335","contigs",66
"2009","G18002335","N50",266129
"2010","G18002335","total_length",7148078
"2011","G18002337","contamination_status",0
"2012","G18002337","percentage_contamination",0
"2013","G18002337","contigs",99
"2014","G18002337","N50",175006
"2015","G18002337","total_length",7557562
"2016","G18002338","contamination_status",0
"2017","G18002338","percentage_contamination",0
"2018","G18002338","contigs",44
"2019","G18002338","N50",477275
"2020","G18002338","total_length",6937519
"2021","G18002339","contamination_status",0
"2022","G18002339","percentage_contamination",0
"2023","G18002339","contigs",95
"2024","G18002339","N50",205267
"2025","G18002339","total_length",7508678
"2026","G18002342","contamination_status",0
"2027","G18002342","percentage_contamination",0
"2028","G18002342","contigs",69
"2029","G18002342","N50",319327
"2030","G18002342","total_length",7116863
"2031","G18002344","contamination_status",0
"2032","G18002344","percentage_contamination",0
